run,Mt,Mp,Mlr,Rt,Rp,Vimp,Vesc,vve,b,QS,xi,gamma,Mt_ME,Mp_ME,Mlr_ME
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.3611183333333332e+24,5.5738666666666665e+23,1.8070674800000003e+24,4766819.126143608,3539828.627758874,6324.821626512301,5552.4726771243095,1.1391,0.4887531011326634,2142564.018197574,0.8000714285714293,0.40950639853747717,0.22791666666666663,0.09333333333333332,0.30259
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.0929158133333334e+24,1.0525450933333332e+24,1.0929158133333334e+24,4430563.328900687,4375324.640344193,7161.062739387945,5702.845217319379,1.2557,0.8583004927122416,183287.50141972362,0.0,0.9630614549561034,0.18300666666666665,0.17624666666666663,0.18300666666666665
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.0929158133333334e+24,1.0525450933333332e+24,1.0929158133333334e+24,4430563.328900687,4375324.640344193,5990.838900794008,5702.845217319379,1.0505,0.9465506283718508,7663.155010826858,0.0,0.9630614549561034,0.18300666666666665,0.17624666666666663,0.18300666666666665
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.14865448e+24,1.0525450933333332e+24,1.14865448e+24,4504637.510465739,4375324.640344193,6780.81880548114,5752.306417951425,1.1788,0.9834659870417789,290.4618918397098,0.0,0.9163287234411285,0.19233999999999998,0.17624666666666663,0.19233999999999998
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.8422425599999998e+24,1.14865448e+24,1.8422425599999998e+24,5272852.819414941,4504637.510465739,7215.016040912198,6390.059375531129,1.1291,0.8317390893786654,227311.8235340818,0.0,0.623508817427386,0.30848,0.19233999999999998,0.30848
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.8422425599999998e+24,1.14865448e+24,2.9908970399999996e+24,5272852.819414941,4504637.510465739,6376.6402508425135,6390.059375531129,0.9978999999999999,0.9744878003677936,728.5540312210952,0.9999999999999999,0.623508817427386,0.30848,0.19233999999999998,0.5008199999999999
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.0525450933333332e+24,6.131253333333334e+23,1.6656704266666666e+24,4375324.640344193,3654094.7045586845,5630.066372102594,5262.2360707567,1.0699,0.5971687450098174,1240346.611586714,1.0,0.5825169270340811,0.17624666666666663,0.10266666666666667,0.2789133333333333
simArray_Sun_JS_frag_2Gyr_Run001_step.mat,1.6656704266666666e+24,7.182922533333333e+23,1.7415745466666668e+24,5098703.258459982,3852096.0386480703,11785.702312944042,5962.613737197229,1.9766,0.2957553447375065,13806564.750125865,0.10567303162153963,0.43123311900948924,0.2789133333333333,0.12027666666666666,0.29162333333333335
simArray_Sun_JS_frag_2Gyr_Run002_step.mat,6.131253333333334e+23,5.5738666666666665e+23,6.131253333333334e+23,3654094.7045586845,3539828.627758874,7267.422718510449,4660.39676703248,1.5594,0.5402977426487116,3526435.1847721953,0.0,0.9090909090909091,0.10266666666666667,0.09333333333333332,0.10266666666666667
simArray_Sun_JS_frag_2Gyr_Run002_step.mat,6.131253333333334e+23,5.573866666666667e+23,1.1705120000000001e+24,3654094.7045586845,3539828.6277588746,4695.8157824619275,4660.39676703248,1.0076,0.6605275778324569,747841.1013096308,1.0000000000000002,0.9090909090909092,0.10266666666666667,0.09333333333333334,0.196
